DTNHM4988-22.COI-5P	k__Animalia; p__Chordata; c__Aplacophora; o__Not assigned; f__Chaetodermidae; g__Chaetoderma; s__nitidulum
16904717	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904721	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904725	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904727	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904731	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904737	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904753	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904755	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904757	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
16904763	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
22773436	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
2314671737	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
313485690	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
313485700	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
313485710	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
313485716	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
564734089	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
564734113	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908308433	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908308799	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908308857	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908308936	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908309042	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
908309260	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
CCMMO001-21.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
FPMAR252-08.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Calyptraeidae; g__Crepidula; s__fornicata
1122285434	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
448881911	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838150	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838151	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838153	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838154	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838157	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838159	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838160	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838161	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838166	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838167	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838169	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838171	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838177	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838180	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838181	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838183	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838187	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
4838190	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308413	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308425	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308503	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308541	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308623	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908308749	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908309096	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908309248	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
908309444	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
DTNHM9710-23.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
DTNHM9778-23.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
DTNHM9787-23.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
HABFA212-19.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
HABFA368-19.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
NOLI004-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
NOLI059-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
NOLI061-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Hydrobiidae; g__Peringia; s__ulvae
572924152	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Iravadiidae; g__Hyala; s__vitrea
1810185364	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185368	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185378	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185386	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185390	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185406	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185424	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185426	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185432	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185434	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185442	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185448	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1810185456	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
378781299	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__fabalis
1491588377	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422849	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422855	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422859	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422871	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422911	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422913	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422925	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422929	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422939	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422943	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422945	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422947	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195422993	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423013	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423015	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423019	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423027	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423045	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423053	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423055	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423057	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423059	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423093	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423105	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423147	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423233	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423261	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423275	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423419	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423455	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423553	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
195423561	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
55581000	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
564733969	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730049	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730069	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730151	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730153	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730169	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730199	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730217	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730239	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730249	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730333	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730373	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730387	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730395	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
815730471	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
908308877	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littorina; s__littorea
2852900827	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__catena
908308707	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__catena
156254516	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
908308429	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
908308569	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
908308721	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
908308817	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
998452346	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
HABFA209-19.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
HABFA367-19.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
MARGA037-16.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
MARGA063-16.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Naticidae; g__Euspira; s__nitida
908309030	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Ovulidae; g__Xandarovula; s__patula
HABFA2160-22.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Skeneopsidae; g__Skeneopsis; s__planorbis
NOLI005-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Skeneopsidae; g__Skeneopsis; s__planorbis
NOLI062-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Skeneopsidae; g__Skeneopsis; s__planorbis
2239696717	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Velutinidae; g__Velutina; s__plicatilis
2239696720	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Velutinidae; g__Velutina; s__plicatilis
2239696723	k__Animalia; p__Chordata; c__Gastropoda; o__Littorinimorpha; f__Velutinidae; g__Velutina; s__plicatilis
1023301727	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1050201309	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1489970153	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1563835092	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1563835206	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1563835276	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1563835328	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1583104520	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
2868138619	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
564733807	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
564735119	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
908308453	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
908308525	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
908308561	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
908309486	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Buccinum; s__undatum
1023301711	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Neptunea; s__antiqua
908308545	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Neptunea; s__antiqua
908308695	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Neptunea; s__antiqua
908308719	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Neptunea; s__antiqua
908309532	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Buccinidae; g__Neptunea; s__antiqua
1001184779	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
1002342223	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
564735123	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
564735647	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
908309062	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
908309524	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114713	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114761	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114783	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114841	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114849	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114869	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114873	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
95114905	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Muricidae; g__Nucella; s__lapillus
1002342217	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Nassariidae; g__Tritia; s__reticulata
1002342219	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Nassariidae; g__Tritia; s__reticulata
192757886	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Nassariidae; g__Tritia; s__reticulata
590092023	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Nassariidae; g__Tritia; s__reticulata
908309340	k__Animalia; p__Chordata; c__Gastropoda; o__Neogastropoda; f__Nassariidae; g__Tritia; s__reticulata
3127807012	k__Animalia; p__Chordata; c__Gastropoda; o__Not assigned; f__Epitoniidae; g__Epitonium; s__clathrus
908308439	k__Animalia; p__Chordata; c__Gastropoda; o__Not assigned; f__Epitoniidae; g__Epitonium; s__clathrus
327506425	k__Animalia; p__Chordata; c__Gastropoda; o__Not assigned; f__Limapontiidae; g__Limapontia; s__senestra
668731189	k__Animalia; p__Chordata; c__Gastropoda; o__Not assigned; f__Limapontiidae; g__Limapontia; s__senestra
1120585274	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911849	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911939	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911941	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911953	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911955	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911961	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911967	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1205911969	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1365259115	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1365259117	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
1365259123	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
2852900719	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
449147699	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
564734253	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
564734917	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882322	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882330	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882332	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882334	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882336	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
575882338	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
953939048	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
953939064	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
953939068	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
953939070	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
DSMOL095-12.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
NBMM063-15.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
NBMM086-17.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
NONUD250-11.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
NONUD347-19.COI-5P	k__Animalia; p__Chordata; c__Gastropoda; o__Nudibranchia; f__Aeolidiidae; g__Aeolidia; s__papillosa
