speciesName,status,SpecCode,validName,class,order,family,genus,commonName,commonSpecies,C_Code,country,database,databaseVersion
Liza chelo,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil chelo,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil chelon,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil corrugatus,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil labrosus,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil septentrionalis,synonym,2499,Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,Chelon,Thicklip grey mullet,TRUE,056,Belgium,fishbase,24.07
Chelon ramada,accepted name,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Liza alosoides,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Liza capito,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Liza ramada,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Liza ramado,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil capito,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil cephalus ramado,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil dubahra,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil petherici,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil ramada,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil ramado,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Myxus maroccensis,synonym,4583,Chelon ramada,Teleostei,Mugiliformes,Mugilidae,Chelon,Thinlip grey mullet,TRUE,056,Belgium,fishbase,24.07
Mugil cephalus,accepted name,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Arnion cephalus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Ello cephalus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil albula,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil ashanteensis,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil cephalas,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil cephalotus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil cephalus ashanteensis,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil cephalus cephalus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil cephalus rammelsbergi,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil crenilabis our,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil dobula,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil gelatinosus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil grandis,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil hypselosoma,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil japonicus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil lineatus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil mexicanus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil muelleri,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil mulleri,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil mülleri,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil our,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil peruanus,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil provensalis,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mugil rammelsbergii,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Myxus barnardi,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Myxus caecutiens,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Myxus superficialis,synonym,785,Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,Mugil,Flathead grey mullet,TRUE,826,UK,fishbase,24.07
Mullus barbatus,accepted name,790,Mullus barbatus,Teleostei,Mulliformes,Mullidae,Mullus,Red mullet,TRUE,056,Belgium,fishbase,24.07
Mullus barbatus barbatus,synonym,790,Mullus barbatus,Teleostei,Mulliformes,Mullidae,Mullus,Red mullet,TRUE,056,Belgium,fishbase,24.07
Mullus ruber,synonym,790,Mullus barbatus,Teleostei,Mulliformes,Mullidae,Mullus,Red mullet,TRUE,056,Belgium,fishbase,24.07
Mullus surmuletus,accepted name,1327,Mullus surmuletus,Teleostei,Mulliformes,Mullidae,Mullus,Surmullet,TRUE,056,Belgium,fishbase,24.07
Mullus barbatus surmuletus,synonym,1327,Mullus surmuletus,Teleostei,Mulliformes,Mullidae,Mullus,Surmullet,TRUE,056,Belgium,fishbase,24.07
Mullus fuscatus,synonym,1327,Mullus surmuletus,Teleostei,Mulliformes,Mullidae,Mullus,Surmullet,TRUE,056,Belgium,fishbase,24.07
Diaphus metopoclampus,accepted name,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Aethoprora metopoclampa,synonym,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus meteopoclampus,synonym,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus metopoclampum,synonym,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum metopoclampum,synonym,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus metopoclampum,synonym,7438,Diaphus metopoclampus,Teleostei,Myctophiformes,Myctophidae,Diaphus,Spothead lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus rafinesquii,accepted name,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Collettia rafinesquei,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Collettia rafinesquii,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus intermedius,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus rafenesquii,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Diaphus rafinesquei,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum rafinesquei,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum rafinesquii,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Nyctophus rafinesquii,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus rafinesqui,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus rafinesquii,synonym,1712,Diaphus rafinesquii,Teleostei,Myctophiformes,Myctophidae,Diaphus,White-spotted lantern fish,TRUE,826,UK,fishbase,24.07
Electrona risso,accepted name,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Electrona risso salubris,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Electrona rissoi,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum risso,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum risso salubris,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Myctophum rissoi,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus risso,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus rissoi,synonym,1714,Electrona risso,Teleostei,Myctophiformes,Myctophidae,Electrona,Electric lantern fish,TRUE,826,UK,fishbase,24.07
Hygophum benoiti,accepted name,1718,Hygophum benoiti,Teleostei,Myctophiformes,Myctophidae,Hygophum,Benoit's lanternfish,TRUE,528,Netherlands,fishbase,24.07
Hygophum bennoiti,synonym,1718,Hygophum benoiti,Teleostei,Myctophiformes,Myctophidae,Hygophum,Benoit's lanternfish,TRUE,528,Netherlands,fishbase,24.07
Myctophum benoiti,synonym,1718,Hygophum benoiti,Teleostei,Myctophiformes,Myctophidae,Hygophum,Benoit's lanternfish,TRUE,528,Netherlands,fishbase,24.07
Scopelus benoiti,synonym,1718,Hygophum benoiti,Teleostei,Myctophiformes,Myctophidae,Hygophum,Benoit's lanternfish,TRUE,528,Netherlands,fishbase,24.07
Lampanyctus crocodilus,accepted name,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Gasteropelecus crocodilus,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Lampanictus crocodilus,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Lampanyctus peculiaris,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Macrostoma crocodilus,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Myctophum crocodilum,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Nyctophus bonaparte,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Nyctophus bonapartii,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Scopelus bonapartii,synonym,617,Lampanyctus crocodilus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Jewel lanternfish,TRUE,826,UK,fishbase,24.07
Lampanyctus intricarius,accepted name,7001,Lampanyctus intricarius,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Diamondcheek lanternfish,TRUE,826,UK,fishbase,24.07
Serpa conspicua,synonym,7001,Lampanyctus intricarius,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Diamondcheek lanternfish,TRUE,826,UK,fishbase,24.07
Lampanyctus macdonaldi,accepted name,7002,Lampanyctus macdonaldi,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Rakery beaconlamp,TRUE,826,UK,fishbase,24.07
Lampanyctus iselini,synonym,7002,Lampanyctus macdonaldi,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Rakery beaconlamp,TRUE,826,UK,fishbase,24.07
Nanobrachium macdonaldi,synonym,7002,Lampanyctus macdonaldi,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Rakery beaconlamp,TRUE,826,UK,fishbase,24.07
Lampanyctus pusillus,accepted name,623,Lampanyctus pusillus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Pygmy lanternfish,TRUE,826,UK,fishbase,24.07
Macrostoma pusillum,synonym,623,Lampanyctus pusillus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Pygmy lanternfish,TRUE,826,UK,fishbase,24.07
Scopelus pusillus,synonym,623,Lampanyctus pusillus,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Pygmy lanternfish,TRUE,826,UK,fishbase,24.07
Myctophum punctatum,accepted name,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Gasteropelecus humboldti,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Mychtophum punctatum,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Myctophum humboldti,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Scopelus caninianus,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Scopelus heideri,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Scopelus punctatus,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Serpe humboldti,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Stylophthalmus lobiancoi,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Symbolophorus humboldti,synonym,1328,Myctophum punctatum,Teleostei,Myctophiformes,Myctophidae,Myctophum,Spotted lanternfish,TRUE,826,UK,fishbase,24.07
Notolychnus valdiviae,accepted name,4553,Notolychnus valdiviae,Teleostei,Myctophiformes,Myctophidae,Notolychnus,Topside lampfish,TRUE,826,UK,fishbase,24.07
Myctophum valdiviae,synonym,4553,Notolychnus valdiviae,Teleostei,Myctophiformes,Myctophidae,Notolychnus,Topside lampfish,TRUE,826,UK,fishbase,24.07
Vestula valdiviae,synonym,4553,Notolychnus valdiviae,Teleostei,Myctophiformes,Myctophidae,Notolychnus,Topside lampfish,TRUE,826,UK,fishbase,24.07
Symbolophorus veranyi,accepted name,1737,Symbolophorus veranyi,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,Large-scale lantern fish,TRUE,826,UK,fishbase,24.07
Scopelus veranyi,synonym,1737,Symbolophorus veranyi,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,Large-scale lantern fish,TRUE,826,UK,fishbase,24.07
Stylophthalmus mediterraneus,synonym,1737,Symbolophorus veranyi,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,Large-scale lantern fish,TRUE,826,UK,fishbase,24.07
Symbolophorus verany,synonym,1737,Symbolophorus veranyi,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,Large-scale lantern fish,TRUE,826,UK,fishbase,24.07
Notacanthus bonaparte,accepted name,9021,Notacanthus bonaparte,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Shortfin spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus bonapartei,synonym,9021,Notacanthus bonaparte,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Shortfin spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus mediterraneus,synonym,9021,Notacanthus bonaparte,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Shortfin spiny eel,TRUE,826,UK,fishbase,24.07
Notocanthus bonapartei,synonym,9021,Notacanthus bonaparte,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Shortfin spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus chemnitzii,accepted name,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Acanthonosus nasus,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Campylodon fabricii,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus analis,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus chemnitzi,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus fascidens,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus melanoventris,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus nasus,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notacanthus phasganorus,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notocanthus chemnitzi,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Notocanthus nasus,synonym,2661,Notacanthus chemnitzii,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,Snubnosed spiny eel,TRUE,826,UK,fishbase,24.07
Cataetyx laticeps,accepted name,10248,Cataetyx laticeps,Teleostei,Ophidiiformes,Bythitidae,Cataetyx,NA,TRUE,826,UK,fishbase,24.07
Cataetyx memorabilis,synonym,10248,Cataetyx laticeps,Teleostei,Ophidiiformes,Bythitidae,Cataetyx,NA,TRUE,826,UK,fishbase,24.07
Echiodon drummondii,accepted name,65,Echiodon drummondii,Teleostei,Ophidiiformes,Carapidae,Echiodon,NA,TRUE,056,Belgium,fishbase,24.07
Echiodon drummondi,synonym,65,Echiodon drummondii,Teleostei,Ophidiiformes,Carapidae,Echiodon,NA,TRUE,056,Belgium,fishbase,24.07
Ophidion barbatum,accepted name,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Ophidion barbatus,synonym,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Ophidion congrus,synonym,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Ophidion maculatum,synonym,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Ophidium barbatum,synonym,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Ophidium maculatum,synonym,1742,Ophidion barbatum,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Snake blenny,TRUE,826,UK,fishbase,24.07
Spectrunculus grandis,accepted name,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Bassogigas grandis,synonym,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Neobythites grandis,synonym,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Sirembo grandis,synonym,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Spectrunculus gigas,synonym,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Spectrunculus radcliffei,synonym,8991,Spectrunculus grandis,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,Pudgy cuskeel,TRUE,826,UK,fishbase,24.07
Osmerus eperlanus,accepted name,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Eperlanus vulgaris,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Osmerus eparlanus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Osmerus eperlanus eperlanus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Osmerus eperlanus schonfoldi,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Osmerus eperlanus spirinchus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Osmerus spirinchus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Salmo eperlanomarinus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Salmo eperlanus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Salmo spirinchus,synonym,1334,Osmerus eperlanus,Teleostei,Osmeriformes,Osmeridae,Osmerus,European smelt,TRUE,056,Belgium,fishbase,24.07
Agonus cataphractus,accepted name,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Aspidophorus armatus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Aspidophorus cataphractus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Aspidophorus europaeus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Cataphractus schoneveldii,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Cottus brodamus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Cottus cataphractus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Paragonus sertorii,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
Phalangistes cataphractus,synonym,36,Agonus cataphractus,Teleostei,Perciformes/Cottoidei,Agonidae,Agonus,Hooknose,TRUE,056,Belgium,fishbase,24.07
