speciesName,status,SpecCode,validName,class,order,family,genus,commonName,commonSpecies,C_Code,country,database,databaseVersion
Caranx trachurus,synonym,1365,Trachurus trachurus,Teleostei,Carangiformes,Carangidae,Trachurus,Atlantic horse mackerel,TRUE,056,Belgium,fishbase,24.07
Scomber trachurus,synonym,1365,Trachurus trachurus,Teleostei,Carangiformes,Carangidae,Trachurus,Atlantic horse mackerel,TRUE,056,Belgium,fishbase,24.07
Trachurus europaeus,synonym,1365,Trachurus trachurus,Teleostei,Carangiformes,Carangidae,Trachurus,Atlantic horse mackerel,TRUE,056,Belgium,fishbase,24.07
Trachurus vulgaris,synonym,1365,Trachurus trachurus,Teleostei,Carangiformes,Carangidae,Trachurus,Atlantic horse mackerel,TRUE,056,Belgium,fishbase,24.07
Remora remora,accepted name,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis borboniensis,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis bourboniensis,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis nubifera,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis parva,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis postica,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis remeligo,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis remiligo,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis remora,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis remoroides,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Echeneis squalipeta,synonym,1751,Remora remora,Teleostei,Carangiformes,Echeneidae,Remora,Shark sucker,TRUE,826,UK,fishbase,24.07
Istiophorus albicans,accepted name,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Histiophorus albicans,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Histiophorus americanus,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Histiophorus granulifer,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Histiophorus pulchellus,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Istiophorus americanus,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Istiophorus maguirei,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Istiophorus volador,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Istiophorus wrighti,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Makaira albicans,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Makaira velifera,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Skeponopodus guebucu,synonym,78,Istiophorus albicans,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Atlantic sailfish,TRUE,826,UK,fishbase,24.07
Kajikia albida,accepted name,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Lamontella albida,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Makaira albida,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Makaira lessonae,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Tetrapterus albidus,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Tetrapturus albidus,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Tetrapturus lessonae,synonym,219,Kajikia albida,Teleostei,Carangiformes,Istiophoridae,Kajikia,Atlantic white marlin,TRUE,826,UK,fishbase,24.07
Xiphias gladius,accepted name,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Phaethonichthys tuberculatus,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Tetrapterus imperator,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphasia gladius,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias estara,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias gladius estara,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias imperator,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias rondeletii,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias rondeletti,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xiphias thermaicus,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Xyphias gladius,synonym,226,Xiphias gladius,Teleostei,Carangiformes,Xiphiidae,Xiphias,Swordfish,TRUE,528,Netherlands,fishbase,24.07
Alosa alosa,accepted name,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alausa vulgaris,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa alosa alosa,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa communis,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa cuvieri,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa cuvierii,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa rusa,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa vulgaris,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Clupea alosa,synonym,101,Alosa alosa,Teleostei,Clupeiformes,Alosidae,Alosa,Allis shad,TRUE,056,Belgium,fishbase,24.07
Alosa fallax,accepted name,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa fallax balticus,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa fallax fallax,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa fallax nilotica,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa ficta,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa finta,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa finta nilotica,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Alosa squamopinnata,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea alosa elongata,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea fallax,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea finta,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea nilotica,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea rufa,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Clupea sardinella,synonym,5355,Alosa fallax,Teleostei,Clupeiformes,Alosidae,Alosa,Twaite shad,TRUE,056,Belgium,fishbase,24.07
Sardina pilchardus,accepted name,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Alosa pilchardus,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Arengus minor,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupanodon sardina,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea harengus pilchardus,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea laticosta,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea pilchardus,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea pilchardus sardinia,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea sardina,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea sardinia,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Sardina dobrogica,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Sardina pilchardus sardina,synonym,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,056,Belgium,fishbase,24.07
Clupea harengus,accepted name,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea alba,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea atlanticus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea borealis,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea britannicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea caledonicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea cimbricus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea elongata,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea frisius,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea halec,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengula,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus atlanticus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus borealis,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus britannicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus caledonicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus cimbricus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus frisius,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus harengus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus harengus murmanica,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus islandicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus ivernicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus membras,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus norvegicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus scandicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus schelderensis,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus scoticus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea harengus septemtrionalis,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea islandicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea ivernicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea leachii,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea membras,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea minima,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea norvegivus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea palassi probatowi,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea scandicus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea scoticus,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Clupea septemtrionalis,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Cyprinus esca,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Rogenia alba,synonym,24,Clupea harengus,Teleostei,Clupeiformes,Clupeidae,Clupea,Atlantic herring,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus,accepted name,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupanodon phalerica,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea latulus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea papalina,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea schoneveldii,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea spratttus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea sprattus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea sprattus balticus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Clupea sulinae,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Meletta vulgaris,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Spratella pumila,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Spratella serdinka,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Spratella sprattus baltica,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus balticus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus phalearicus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus phalerica,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus phalericus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Sprattus sprattus sprattus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Spratus spratus,synonym,1357,Sprattus sprattus,Teleostei,Clupeiformes,Clupeidae,Sprattus,European sprat,TRUE,056,Belgium,fishbase,24.07
Engraulis encrasicolus,accepted name,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Anchoa guineensis,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Anchoviella guineensis,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Clupea encrasicolus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis amara,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis argyrophanus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis encrasicholus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis encrasicholus ponticus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis encrasicolis,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis encrasicolus russoi,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis encrassicolus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis engrasicholus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis engrasicolus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis guineensis,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis meletta,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis russoi,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulis vulgaris,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Engraulus encrasicholus,synonym,66,Engraulis encrasicolus,Teleostei,Clupeiformes,Engraulidae,Engraulis,European anchovy,TRUE,056,Belgium,fishbase,24.07
Dactylopterus volitans,accepted name,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Callionymus pelagicus,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Cephalacanthus spinarella,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Cephalacanthus volitans,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactilopterus volitans,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus blochii,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus communis,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus fasciatus,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus occidentalis,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus spinarella,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus tentaculatus,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Dactylopterus vulgaris,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Gasterosteus spinarella,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Gonocephalus macrocephalus,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Polynemus sexradiatus,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
Trigla fasciata,synonym,1021,Dactylopterus volitans,Teleostei,Dactylopteriformes,Dactylopteridae,Dactylopterus,Flying gurnard,TRUE,826,UK,fishbase,24.07
