source;dbid;taxon;action;note;barcode
GENBANK;460418968;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418970;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418972;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418974;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418976;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418978;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418980;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418982;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418984;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418986;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418988;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418990;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;460418992;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;2003948152;Dicentrarchus labrax;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2095683687;Dicentrarchus labrax;REMOVE;Blasts as Diplodus sargus;coi.lerayxt
GENBANK;2033084618;Diplecogaster bimaculata;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;3071570953;Diplecogaster bimaculata;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;MBAM086-24.COI-5P;Diplecogaster bimaculata;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;NBMF245-17.COI-5P;Diplecogaster bimaculata;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;328485208;Diplodus sargus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;392974410;Diplodus sargus;REMOVE;Blasts as Diplodus vulgaris;coi.lerayxt
GENBANK;392974783;Diplodus sargus;REMOVE;Blasts as Diplodus vulgaris;coi.lerayxt
GENBANK;448258832;Diplodus sargus;REMOVE;Blasts as Dicentrarchus labrax;coi.lerayxt
GENBANK;448258834;Diplodus sargus;REMOVE;Blasts as Dicentrarchus labrax;coi.lerayxt
GENBANK;448258836;Diplodus sargus;REMOVE;Blasts as Dicentrarchus labrax;coi.lerayxt
GENBANK;448258840;Diplodus sargus;REMOVE;Blasts as Dicentrarchus labrax;coi.lerayxt
GENBANK;448258842;Diplodus sargus;REMOVE;Blasts as Dicentrarchus labrax;coi.lerayxt
GENBANK;460282677;Diplodus sargus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1865425322;Diplodus sargus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1894451009;Diplodus sargus;REMOVE;Blasts as Oblada melanurus;12s.miya
GENBANK;2449778098;Diplodus sargus;REMOVE;Blasts as Diplodus kotschyi;coi.lerayxt
BOLD;COFPL017-15.COI-5P;Diplodus sargus;REMOVE;Blasts as Lutjanus griseus;coi.lerayxt
BOLD;ERDK006-21.COI-5P;Diplodus sargus;REMOVE;Blasts as Diplodus puntazzo;coi.lerayxt
GENBANK;NNPF029-10.COI-5P;Diplodus sargus;REMOVE;Blasts as Diplodus kotschyi;coi.lerayxt
GENBANK;SABF072-12.COI-5P;Diplodus sargus;REMOVE;Blasts as Diplodus kotschyi;coi.lerayxt
GENBANK;SABF073-12.COI-5P;Diplodus sargus;REMOVE;Blasts as Diplodus kotschyi;coi.lerayxt
BOLD;SABF074-12.COI-5P;Diplodus sargus;REMOVE;Blasts as Diplodus kotschyi;coi.lerayxt
BOLD;SAIAB221-06.COI-5P;Diplodus sargus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;392973827;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
GENBANK;607345615;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
GENBANK;1871282694;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
GENBANK;IRREK107-08.COI-5P;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
GENBANK;IRREK108-08.COI-5P;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
GENBANK;IRREK123-08.COI-5P;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
BOLD;IRREK128-08.COI-5P;Dipturus batis;REMOVE;Blasts as Dipturus intermedia & Dipturus intermedius;coi.lerayxt
BOLD;IRREK129-08.COI-5P;Dipturus batis;REMOVE;Blasts as Dipturus intermedia & Dipturus intermedius;coi.lerayxt
GENBANK;KERRI468-08.COI-5P;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
BOLD;KERRI476-08.COI-5P;Dipturus batis;REMOVE;Bad quality sequence?;coi.lerayxt
BOLD;FMVIC658-08.COI-5P;Dipturus intermedius;REMOVE;Sativa: Nested in a cluster of Dipturus batis;coi.lerayxt
GENBANK;126095403;Dipturus oxyrinchus;REMOVE;Bad quality sequence?;12s.miya
GENBANK;126095404;Dipturus oxyrinchus;REMOVE;Bad quality sequence?;12s.miya
GENBANK;674652786;Dipturus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1871283185;Dipturus oxyrinchus;REMOVE;Bad quality sequence?;12s.miya
GENBANK;2021332364;Dipturus oxyrinchus;REMOVE;Bad quality sequence?;12s.miya
BOLD;KERRI472-08.COI-5P;Dipturus oxyrinchus;REMOVE;Bad quality sequence?;coi.lerayxt
BOLD;296834902;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;312294443;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;312294445;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;1101489502;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;1101489504;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;1101489506;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;1101489508;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;1799640935;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;1832107506;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;DSSAF054-11.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;DSSAF055-11.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FNZ354-06.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FNZ355-06.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FOAO435-15.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FOAO436-15.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FOAQ273-21.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;FTW414-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTW548-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTW549-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTW551-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTW552-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTWS888-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;FTWS889-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmoides veriginae & Diretmoides pauciradiatus;coi.lerayxt
BOLD;MAECO420-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;MAECO421-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;MAECO422-09.COI-5P;Diretmus argenteus;REMOVE;Blasts as Diretmidae sample;coi.lerayxt
BOLD;SAIAC078-09.COI-5P;Diretmus argenteus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;SAIAC156-09.COI-5P;Diretmus argenteus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;674781199;Echinorhinus brucus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;PHANT701-08.COI-5P;Echinorhinus brucus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;289546383;Engraulis encrasicolus;REMOVE;Sativa: Grouped with Scombriformes;coi.lerayxt
GENBANK;307639816;Engraulis encrasicolus;REMOVE;Sativa: Grouped with Scombriformes;coi.lerayxt
GENBANK;930435432;Engraulis encrasicolus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;311050153;Epigonus telescopus;REMOVE;Sativa: Grouped with Gadiformes;coi.lerayxt
GENBANK;668349045;Epigonus telescopus;REMOVE;Blasts as Howella sherborni & Epigonus denticulatus;coi.lerayxt
BOLD;FOAN906-11.COI-5P;Epigonus telescopus;REMOVE;Blasts as Epigonus angustifrons;coi.lerayxt
BOLD;FOAN907-11.COI-5P;Epigonus telescopus;REMOVE;Blasts as Epigonus angustifrons;coi.lerayxt
BOLD;TZSAL059-04.COI-5P;Epigonus telescopus;REMOVE;Blasts as Hyperoglyphe antarctica;coi.lerayxt
BOLD;TZSAL774-13.COI-5P;Epigonus telescopus;REMOVE;Blasts as Hyperoglyphe antarctica;coi.lerayxt
GENBANK;393716589;Epinephelus marginatus;REMOVE;Blasts as Astyanax bimaculatus & Astyanax sp.;coi.lerayxt
GENBANK;393716591;Epinephelus marginatus;REMOVE;Blasts as Astyanax bimaculatus & Astyanax sp.;coi.lerayxt
BOLD;FLBAR1784-20.COI-5P;Etmopterus princeps;REMOVE;Sativa: Grouped with Centroscyllium;coi.lerayxt
BOLD;NBMF202-17.COI-5P;Etmopterus spinax;REMOVE;Blasts as Etmopterus sp.;coi.lerayxt
GENBANK;2989752345;Euthynnus alletteratus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;DSSAF701-11.COI-5P;Euthynnus alletteratus;REMOVE;Blasts as Allothunnus fallai;coi.lerayxt
BOLD;DSSAF702-11.COI-5P;Euthynnus alletteratus;REMOVE;Blasts as Allothunnus fallai;coi.lerayxt
BOLD;DSSAF703-11.COI-5P;Euthynnus alletteratus;REMOVE;Blasts as Allothunnus fallai;coi.lerayxt
BOLD;DSSAF704-11.COI-5P;Euthynnus alletteratus;REMOVE;Blasts as Allothunnus fallai;coi.lerayxt
BOLD;DSSAF705-11.COI-5P;Euthynnus alletteratus;REMOVE;Blasts as Allothunnus fallai;coi.lerayxt
BOLD;772182108;Gadus morhua;REMOVE;Blasts as Gadus macrocephalus;coi.lerayxt
GENBANK;1373661459;Gadus morhua;REMOVE;Sativa: Grouped with Pleuronectiformes;coi.lerayxt
GENBANK;2003947990;Gadus morhua;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;2003948025;Gadus morhua;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2003948059;Gadus morhua;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2003948276;Gadus morhua;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;2456436578;Gadus morhua;REMOVE;Blasts as Gadus chalcogrammus;12s.miya
BOLD;FCFUK127-06.COI-5P;Gadus morhua;REMOVE;Sativa: Grouped with Merlangius;coi.lerayxt
BOLD;LTSM047-12.COI-5P;Gadus morhua;REMOVE;Blasts as Gadus macrocephalus;coi.lerayxt
BOLD;LTSM054-12.COI-5P;Gadus morhua;REMOVE;Blasts as Gadus macrocephalus;coi.lerayxt
BOLD;LTSM149-12.COI-5P;Gadus morhua;REMOVE;Blasts as Gadus macrocephalus;coi.lerayxt
BOLD;LTSM218-12.COI-5P;Gadus morhua;REMOVE;Blasts as Gadus macrocephalus;coi.lerayxt
GENBANK;429140087;Gaidropsarus argentatus;REMOVE;Blasts as Gaidropsarus ensis;coi.lerayxt
GENBANK;392974018;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;668349057;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;668349059;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;668349061;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;786321816;Gaidropsarus mediterraneus;REMOVE;Blasts as Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683725;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683727;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683729;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683731;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683733;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
GENBANK;2095683735;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus macrophthalmus;coi.lerayxt
BOLD;BNSF271-11.COI-5P;Gaidropsarus mediterraneus;REMOVE;Sativa: Nested in a cluster of Gaidropsarus vulgaris;coi.lerayxt
BOLD;ERDK018-21.COI-5P;Gaidropsarus mediterraneus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;SCFAD248-09.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Nested in a cluster of Gaidropsarus argentatus;coi.lerayxt
BOLD;SCFAD283-09.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Grouped with Enchelyopus;coi.lerayxt
BOLD;SCFAD330-09.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Grouped with Enchelyopus;coi.lerayxt
BOLD;SCFAD339-09.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Nested in a cluster of Gaidropsarus argentatus;coi.lerayxt
BOLD;SCFAD340-09.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Nested in a cluster of Gaidropsarus argentatus;coi.lerayxt
BOLD;SFM037-13.COI-5P;Gaidropsarus vulgaris;REMOVE;Sativa: Nested in a cluster of Gaidropsarus mediterraneus;coi.lerayxt
GENBANK;296747855;Galeus melastomus;REMOVE;Sativa: Grouped with Squaliformes;coi.lerayxt
GENBANK;296747869;Galeus melastomus;REMOVE;Sativa: Grouped with Scyliorhinidae;coi.lerayxt
GENBANK;1008909663;Galeus melastomus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;820832224;Gasterosteus aculeatus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2253753407;Gasterosteus aculeatus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;187943761;Glyptocephalus cynoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;UKFBJ422-08.COI-5P;Glyptocephalus cynoglossus;REMOVE;Sativa: Grouped with Hippoglossoides;coi.lerayxt
GENBANK;343225900;Gobius paganellus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1827949975;Gobius paganellus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;ERDK061-21.COI-5P;Gobius paganellus;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;159157013;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;194738859;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;194738861;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;194738863;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;194738865;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;194738867;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;209366447;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;294988992;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171538;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171540;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171542;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171544;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171546;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;321171548;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;382935018;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;429140175;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;584295903;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1904994125;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1904994127;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;FNZC743-10.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;FOAO1938-19.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;FOAQ294-21.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;FOAQ295-21.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;MAECO434-09.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;MAECO435-09.COI-5P;Halargyreus johnsonii;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1139416623;Harriotta raleighana;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;429140177;Helicolenus dactylopterus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1209184448;Helicolenus dactylopterus;REMOVE;Blasts as Helicolenus avius;12s.miya
GENBANK;1843818459;Helicolenus dactylopterus;REMOVE;Blasts as Helicolenus avius;12s.miya
GENBANK;1896498909;Helicolenus dactylopterus;REMOVE;Blasts as Helicolenus avius;12s.miya
GENBANK;2697212013;Helicolenus dactylopterus;REMOVE;Blasts as Helicolenus avius;12s.miya
BOLD;DPND2138-16.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Scorpaenidae sp.;coi.lerayxt
BOLD;DPND2224-16.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Scorpaenidae sp.;coi.lerayxt
BOLD;DPND2237-16.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Scorpaenidae sp.;coi.lerayxt
BOLD;EHPQ013-19.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Sebastes oculatus & Sebastes capensis;coi.lerayxt
BOLD;EHPQ014-19.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Sebastes oculatus & Sebastes capensis;coi.lerayxt
BOLD;FARGB679-12.COI-5P;Helicolenus dactylopterus;REMOVE;Blasts as Helicolenus avius & Helicolenus barathri;coi.lerayxt
BOLD;UKFBI217-08.COI-5P;Helicolenus dactylopterus;REMOVE;Sativa: Grouped with Stomiiformes;coi.lerayxt
GENBANK;1722482575;Heptranchias perlo;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;HVDBF429-11.COI-5P;Hexanchus griseus;REMOVE;Sativa: Bad quality sequence?;coi.lerayxt
GENBANK;288908883;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
GENBANK;289183063;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
GENBANK;DPND2563-16.COI-5P;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
GENBANK;DPND2564-16.COI-5P;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
GENBANK;DPND2565-16.COI-5P;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
GENBANK;SCAFB1067-09.COI-5P;Himantolophus groenlandicus;REMOVE;Blasts as Himantolophus sagamius;coi.lerayxt
BOLD;BIM403-15.COI-5P;Hippocampus guttulatus;REMOVE;Sativa: Nested in a cluster of Hippocampus hippocampus;coi.lerayxt
GENBANK;75737846;Hippoglossus hippoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;75737918;Hippoglossus hippoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;75737995;Hippoglossus hippoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;90988314;Hippoglossus hippoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;193889483;Hippoglossus hippoglossus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;961556354;Hippoglossus hippoglossus;REMOVE;Blasts as Reinhardtius hippoglossoides;coi.lerayxt
GENBANK;961556356;Hippoglossus hippoglossus;REMOVE;Sativa: Grouped with Reinhardtius;coi.lerayxt
GENBANK;961556358;Hippoglossus hippoglossus;REMOVE;Sativa: Grouped with Reinhardtius;coi.lerayxt
GENBANK;961556360;Hippoglossus hippoglossus;REMOVE;Blasts as Reinhardtius hippoglossoides;coi.lerayxt
GENBANK;1041011581;Hippoglossus hippoglossus;REMOVE;Blasts as Hippoglossus stenolepis;coi.lerayxt
GENBANK;1371545038;Hippoglossus hippoglossus;REMOVE;Blasts as Hippoglossus stenolepis;coi.lerayxt
BOLD;LTSM056-12.COI-5P;Hippoglossus hippoglossus;REMOVE;Blasts as Hippoglossus stenolepis;coi.lerayxt
BOLD;LTSM167-12.COI-5P;Hippoglossus hippoglossus;REMOVE;Blasts as Hippoglossus stenolepis;coi.lerayxt
BOLD;NBMF234-17.COI-5P;Hippoglossus hippoglossus;REMOVE;Sativa: Grouped with Hippoglossoides;coi.lerayxt
GENBANK;151975367;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;151975369;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;525317023;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;959315969;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;1436149892;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
GENBANK;1478003868;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
GENBANK;2677154105;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;2677154107;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;3004748211;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;3010857983;Hirundichthys rondeletii;REMOVE;Blasts as Cypselurus starksi & Cypselurus naresii;coi.lerayxt
GENBANK;DSSAF796-11.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
GENBANK;DSSAF797-11.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
GENBANK;DSSAF798-11.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
GENBANK;DSSAF799-11.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys sp. & Hirundichthys rufipinnis;coi.lerayxt
BOLD;DSSAF800-11.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Hirundichthys rufipinnis & Hirundichthys sp.;coi.lerayxt
BOLD;FLBAR1357-19.COI-5P;Hirundichthys rondeletii;REMOVE;Blasts as Exocoetidae sp.;coi.lerayxt
GENBANK;116607791;Hoplostethus mediterraneus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;CBPM142-11.COI-5P;Hoplostethus mediterraneus;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;CBPM171-11.COI-5P;Hoplostethus mediterraneus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;507144752;Hygophum benoiti;REMOVE;Wacky sequence very different from others;coi.lerayxt
BOLD;MBAM161-24.COI-5P;Hyperoplus immaculatus;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;33317232;Isurus oxyrinchus;REMOVE;Sativa: Grouped with Carcharhiniformes;12s.miya
GENBANK;37722032;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;12s.miya
GENBANK;237847770;Isurus oxyrinchus;REMOVE;Bad quality sequence? Blasts only against itself;coi.lerayxt
GENBANK;302140002;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;384369553;Isurus oxyrinchus;REMOVE;Sativa: Grouped with Carcharhiniformes;coi.lerayxt
GENBANK;685192646;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;1928144452;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2003948099;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;2787912043;Isurus oxyrinchus;REMOVE;Wacky sequence very different from others;coi.lerayxt
GENBANK;289467724;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;289467734;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;305377243;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;305377251;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;305377287;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;933500535;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
GENBANK;933500539;Kajikia albida;REMOVE;Blasts as Kajikia audax;coi.lerayxt
