C_Code,SpecCode,country,Species,database,synonym,Status,Genus,Family,Order,Class,CommonName,Fresh,Brack,Saltwater
056,23,Belgium,Callionymus lyra,fishbase,Callionymus dracunculus,synonym,Callionymus,Callionymidae,Callionymiformes,Teleostei,Dragonet,0,0,1
056,23,Belgium,Callionymus lyra,fishbase,Callionymus elegans,synonym,Callionymus,Callionymidae,Callionymiformes,Teleostei,Dragonet,0,0,1
056,23,Belgium,Callionymus lyra,fishbase,Callionymus lyra,accepted name,Callionymus,Callionymidae,Callionymiformes,Teleostei,Dragonet,0,0,1
056,23,Belgium,Callionymus lyra,fishbase,Callionymus sueurii,synonym,Callionymus,Callionymidae,Callionymiformes,Teleostei,Dragonet,0,0,1
056,23,Belgium,Callionymus lyra,fishbase,Uranoscopus micropterygius,synonym,Callionymus,Callionymidae,Callionymiformes,Teleostei,Dragonet,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Glyptocephalus acadianus,synonym,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Glyptocephalus cynoglossus,accepted name,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Platessa elongata,synonym,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Pleuronectes cynoglossus,synonym,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Pleuronectes nigromanus,synonym,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,26,Belgium,Glyptocephalus cynoglossus,fishbase,Pleuronectes saxicola,synonym,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Teleostei,Witch flounder,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Boglossidium luteum,synonym,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Buglossidium luteum,accepted name,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Monochirus luteus,synonym,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Pleuronectes luteus,synonym,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Rhombus luteus,synonym,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,53,Belgium,Buglossidium luteum,fishbase,Solea lutea,synonym,Buglossidium,Soleidae,Pleuronectiformes,Teleostei,Solenette,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Acantholabrus exoletus,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Acantholabrus microstoma,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Centrolabrus exoletus,accepted name,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Crenilabrus exoletus,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Crenilabrus microstoma,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Labrus chinensis,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Labrus exoletus,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,55,Belgium,Centrolabrus exoletus,fishbase,Labrus pentacanthus,synonym,Centrolabrus,Labridae,Eupercaria/misc,Teleostei,Rock cook,0,0,1
056,29,Belgium,Merlangius merlangus,fishbase,Gadus euxinus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
