source,dbid,taxon,action,note,barcode
GENBANK,115339078,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339095,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339155,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339176,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339243,Petromyzon marinus,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,115339331,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339407,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339521,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339555,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339592,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339623,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339854,Petromyzon marinus,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,115339925,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115339999,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340007,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340163,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340185,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340197,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340211,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340249,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340263,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340327,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340358,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340399,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340429,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340447,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340491,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340611,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340648,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340671,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340787,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115340863,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115341044,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115341130,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115341271,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115341394,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115341496,Petromyzon marinus,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,115341541,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115342029,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,115342064,Petromyzon marinus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1153535606,Scomber scombrus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1182627589,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1182627591,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,120476288,Salmo salar,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1205917213,Dasyatis pastinaca,REMOVE,Blasts as Dasyatis tortonesei,coi.lerayxt
GENBANK,1207222475,Lampetra fluviatilis,REMOVE,Blasts as Lampetra planeri,coi.lerayxt
GENBANK,1207322245,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1214737207,Mugil cephalus,REMOVE,Sativa: Grouped with Chelon,coi.lerayxt
GENBANK,1214737209,Mugil cephalus,REMOVE,Sativa: Grouped with Chelon,coi.lerayxt
GENBANK,1214737211,Mugil cephalus,REMOVE,Sativa: Grouped with Chelon,coi.lerayxt
GENBANK,1214737213,Mugil cephalus,REMOVE,Sativa: Grouped with Chelon,coi.lerayxt
GENBANK,1219401461,Mugil cephalus,REMOVE,Blasts as Planiliza sp.,coi.lerayxt
GENBANK,1276391890,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1276391904,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1321369503,Trachinus draco,REMOVE,Sativa: Grouped with Gobiiformes,coi.lerayxt
GENBANK,1341120792,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120794,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120798,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120804,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120810,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120822,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120830,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120834,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120836,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120838,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120842,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120844,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120846,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120864,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120866,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120872,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120894,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120898,Pungitius laevis,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1341120900,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120904,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120910,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120916,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120930,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120932,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341120950,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120960,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120974,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120982,Pungitius laevis,REMOVE,Blasts as Pungitius pungitius,coi.lerayxt
GENBANK,1341120994,Pungitius laevis,REMOVE,Blasts as Pungitius sp.,coi.lerayxt
GENBANK,1341121004,Pungitius laevis,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1373661459,Gadus morhua,REMOVE,Sativa: Grouped with Pleuronectiformes,coi.lerayxt
GENBANK,1373661465,Solea solea,REMOVE,Sativa: Grouped with Gadiformes,coi.lerayxt
GENBANK,1373661537,Solea solea,REMOVE,Blasts as Xiphias gladius,coi.lerayxt
GENBANK,1376159593,Conger conger,REMOVE,Sativa: Grouped with Perciformes/Uranoscopoidei,coi.lerayxt
GENBANK,14485498,Pollachius virens,REMOVE,Blasts as Pollachius pollachius,12s.miya
GENBANK,14495013,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,146336701,Squalus acanthias,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1477471183,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1477471190,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1477471191,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1477471196,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1477471201,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1483535093,Mugil cephalus,REMOVE,Blasts as Planiliza sp.,coi.lerayxt
GENBANK,1491760615,Sardina pilchardus,REMOVE,Blasts as Sardinella aurita,coi.lerayxt
GENBANK,1515576542,Pholis gunnellus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1515576543,Pholis gunnellus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1537915510,Argyrosomus regius,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,1579200424,Pomatoschistus pictus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1579200426,Pomatoschistus pictus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1579200428,Pomatoschistus pictus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1579200430,Pomatoschistus pictus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1584451413,Squalus acanthias,REMOVE,Blasts as Squalus suckleyi,coi.lerayxt
GENBANK,15844541,Salmo salar,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1707062135,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1707062136,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1707062138,Chelon ramada,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1728374130,Anguilla anguilla,REMOVE,Blasts as Anguilla bengalensis,coi.lerayxt
GENBANK,1728374134,Anguilla anguilla,REMOVE,Blasts as Anguilla bicolor,coi.lerayxt
GENBANK,1751378641,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1772529606,Salmo trutta,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1774102302,Salmo trutta,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1782764453,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1782764467,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1798174090,Nerophis ophidion,REMOVE,Wacky sequence very different from others,12s.miya
GENBANK,1798174145,Merlangius merlangus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,1799624463,Pomatoschistus microps,REMOVE,Blasts as Pomatoschistus minutus,coi.lerayxt
GENBANK,1799624574,Ammodytes tobianus,REMOVE,Blasts as Hyperoplus lanceolatus,coi.lerayxt
GENBANK,1812585286,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1812585288,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1818992096,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1818992098,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1818992100,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1818992102,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1818992104,Mugil cephalus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1820088737,Mugil cephalus,REMOVE,Blasts as Planiliza sp.,coi.lerayxt
GENBANK,1824444063,Dasyatis pastinaca,REMOVE,Blasts as Dasyatis marmorata & Taeniurops grabatus,coi.lerayxt
GENBANK,1840390519,Katsuwonus pelamis,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1843786335,Boops boops,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1843818465,Trachinotus ovatus,REMOVE,Blasts as Trachinotus blochii & Trachinotus mookalee,12s.miya
GENBANK,1861684767,Boops boops,REMOVE,Sativa: Grouped with Gadiformes,coi.lerayxt
GENBANK,1865425322,Diplodus sargus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1865511955,Mugil cephalus,REMOVE,Blasts as Planiliza sp.,coi.lerayxt
GENBANK,1871282694,Dipturus batis,REMOVE,Blasts as Dipturus intermedius,coi.lerayxt
GENBANK,187943761,Glyptocephalus cynoglossus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1884731847,Sprattus sprattus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1884732019,Osmerus eperlanus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,1894451009,Diplodus sargus,REMOVE,Blasts as Oblada melanurus,12s.miya
GENBANK,1907864668,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,1907864682,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,1907864696,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,1921019938,Sardina pilchardus,REMOVE,Blasts as Sardinella aurita,coi.lerayxt
GENBANK,1934898010,Thunnus thynnus,REMOVE,Blasts as Thunnus orientalis,coi.lerayxt
GENBANK,1934898012,Thunnus thynnus,REMOVE,Blasts as Thunnus orientalis,coi.lerayxt
GENBANK,1934898020,Thunnus thynnus,REMOVE,Blasts as Thunnus orientalis,coi.lerayxt
GENBANK,1934898100,Thunnus thynnus,REMOVE,Blasts as Thunnus orientalis,coi.lerayxt
GENBANK,1934898160,Thunnus thynnus,REMOVE,Blasts as Thunnus orientalis,coi.lerayxt
GENBANK,1982394390,Mugil cephalus,REMOVE,Sativa: Grouped with Eupercaria/misc,coi.lerayxt
GENBANK,2003947990,Gadus morhua,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,2003948021,Argyrosomus regius,REMOVE,Blasts as Polyprion americanus,coi.lerayxt
GENBANK,2003948025,Gadus morhua,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2003948043,Merluccius merluccius,REMOVE,Sativa: Grouped with Clupeiformes,coi.lerayxt
GENBANK,2003948055,Scomber scombrus,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2003948059,Gadus morhua,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2003948069,Salmo salar,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2003948113,Scophthalmus maximus,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,2003948152,Dicentrarchus labrax,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2003948276,Gadus morhua,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
GENBANK,2018537043,Merlangius merlangus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2018537044,Merlangius merlangus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2018537059,Merlangius merlangus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2018537073,Ammodytes tobianus,REMOVE,Blasts as Hyperoplus immaculatus & Ammodytes personatus,12s.miya
GENBANK,2018537085,Ammodytes tobianus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2018537100,Zeus faber,REMOVE,Wacky sequence very different from others,12s.miya
GENBANK,2018537140,Ammodytes tobianus,REMOVE,Blasts as Gymnammodytes semisquamatus,12s.miya
GENBANK,2018537186,Zeus faber,REMOVE,Wacky sequence very different from others,12s.miya
GENBANK,2018537193,Liparis liparis,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2018537260,Liparis montagui,REMOVE,Blasts as Liparis liparis,12s.miya
GENBANK,2019293926,Salmo salar,REMOVE,Sativa: Grouped with Anguilliformes,coi.lerayxt
GENBANK,2019293928,Salmo salar,REMOVE,Sativa: Grouped with Scombriformes,coi.lerayxt
GENBANK,2019293932,Salmo salar,REMOVE,Sativa: Grouped with Scombriformes,coi.lerayxt
GENBANK,2019934261,Salmo salar,REMOVE,Sativa: Grouped with Eupercaria/misc,coi.lerayxt
GENBANK,2020303151,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2020303165,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2028741877,Liparis liparis,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2028741878,Liparis montagui,REMOVE,Blasts as Liparis agassizii,12s.miya
GENBANK,2028741905,Zoarces viviparus,REMOVE,Blasts as Zoarces elongatus,12s.miya
GENBANK,203284804,Mugil cephalus,REMOVE,Wacky sequence very different from others,12s.miya
GENBANK,2033084618,Diplecogaster bimaculata,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2033631743,Salmo trutta,REMOVE,Blasts as Salmo ischchan,12s.miya
GENBANK,2077144526,Trachurus trachurus,REMOVE,Blasts as Trachurus mediterraneus,coi.lerayxt
GENBANK,2095683687,Dicentrarchus labrax,REMOVE,Blasts as Diplodus sargus,coi.lerayxt
GENBANK,2127677514,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677528,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677542,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677556,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677570,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677584,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677598,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677612,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677626,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677640,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677654,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677668,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677682,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677696,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677710,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677724,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677738,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677752,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677766,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677780,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677794,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677808,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677822,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677836,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677850,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677864,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677878,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677892,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127677906,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677920,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677934,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677948,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677962,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677976,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127677990,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678004,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678018,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678032,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678046,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678060,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678074,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678088,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678102,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678116,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678130,Salvelinus alpinus,REMOVE,Blasts as Salvelinus confluentus,12s.miya
GENBANK,2127678144,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678158,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678172,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678186,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678200,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678214,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678228,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678242,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678256,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678270,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678284,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678298,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678312,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678326,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678340,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678354,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678368,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678382,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678396,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678410,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678424,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678438,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678452,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678466,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678480,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678494,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678508,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678522,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678536,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678550,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678564,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678578,Salvelinus alpinus,REMOVE,Bad quality sequence?,12s.miya
GENBANK,2127678592,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678606,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678620,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678634,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678648,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678662,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678676,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678690,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678704,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678718,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678732,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678746,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678760,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678774,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678788,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678802,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2127678816,Salvelinus alpinus,REMOVE,Blasts as Salvelinus curilus & Salvelinus malma,12s.miya
GENBANK,2157226368,Salvelinus alpinus,REMOVE,Blasts as Salvelinus levanidovi & Salvelinus malma,12s.miya
GENBANK,2157226371,Salvelinus alpinus,REMOVE,Blasts as Salvelinus levanidovi & Salvelinus malma,12s.miya
GENBANK,2186124791,Salvelinus fontinalis,REMOVE,Wacky sequence very different from others,coi.lerayxt
GENBANK,2186124793,Salmo trutta,REMOVE,Bad quality sequence? Blasts only against itself,coi.lerayxt
